Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
25456.32 ; 0.6634643
25521.5 ; 0.7992815
25566.32 ; 0.9063947
25611.14 ; 1.023032
25655.96 ; 1.148999
25700.77 ; 1.291352
25790.41 ; 1.61555
25835.23 ; 1.803305
25880.04 ; 2.011067
25924.86 ; 2.234978
25969.68 ; 2.481848
26059.31 ; 3.056085
26104.13 ; 3.381093
26148.94 ; 3.748298
26238.57 ; 4.575604
26328.21 ; 5.595238
26373.03 ; 6.168966
26417.84 ; 6.818196
26507.47 ; 8.302793
26552.29 ; 9.167873
26597.1 ; 10.13064
26641.92 ; 11.17288
26686.74 ; 12.32897
26776.37 ; 15.0456
26821.19 ; 16.59549
26866.0 ; 18.35879
26955.63 ; 22.35254
27007.85 ; 25.11127
27060.06 ; 28.19018
27164.48 ; 35.34705
27268.9 ; 44.01707
27373.32 ; 54.18593
27477.74 ; 65.2895
27582.16 ; 76.41501
27686.58 ; 86.24375
27791.0 ; 93.29491
27879.13 ; 96.15067
27967.25 ; 96.1417
28035.55 ; 94.26457
28103.85 ; 91.33979
28240.44 ; 83.23447
28377.04 ; 74.36657
28513.63 ; 65.64302
28581.93 ; 61.60332
28650.23 ; 57.89868
28786.82 ; 51.21116
28923.41 ; 45.64835
29060.0 ; 40.91644
29177.5 ; 37.51574
29295.0 ; 34.57072
29412.5 ; 32.00575
29530.0 ; 29.76692
29647.5 ; 27.83242
29765.0 ; 26.1246
30000.0 ; 23.25778
30132.29 ; 21.91603
30264.57 ; 20.72919
30396.85 ; 19.67308
30529.13 ; 18.7285
30793.7 ; 17.11392
31058.26 ; 15.78793
31322.83 ; 14.68177
31587.39 ; 13.74719
31851.95 ; 12.94821
32116.51 ; 12.25803
32513.36 ; 11.39116
32910.21 ; 10.65854
33307.06 ; 10.05278
